ID,Title,Company,Location,Type,Category,Skills,Description,Created At
69d388dec481410daa970b25,"Social Media Specialist","Fashion Brand","Bandung","Penuh Waktu","Marketing","Instagram; TikTok; Social Media; Content Creation; Community Management","Kami adalah brand fashion lokal yang sedang naik daun dan kami membutuhkan Social Media Specialist yang kreatif dan paham tren untuk mengelola presence kami di Instagram dan TikTok. Kamu akan merencanakan dan membuat konten yang menarik (foto, video reels, story), mengelola interaksi komunitas, berkolaborasi dengan influencer, dan menganalisis performa post menggunakan data insights platform. Pengalaman aktif mengelola akun brand di media sosial adalah persyaratan utama.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b26,"Performance Marketer","App Developer","Jakarta Barat","Penuh Waktu","Marketing","Facebook Ads; Google Ads; PPC; Data Analysis; ROI","Sebagai Performance Marketer, seluruh pekerjaanmu berputar di sekitar angka dan konversi. Kamu akan mengelola kampanye iklan berbayar di Facebook Ads Manager dan Google Ads dengan anggaran yang signifikan, membuat dan menguji berbagai variasi kreatif iklan (A/B testing), mengoptimalkan biaya per akuisisi (CPA) dan return on ad spend (ROAS), serta memberikan laporan performa yang transparan kepada manajemen. Pengalaman mengoptimalkan kampanye dengan budget di atas 100 juta per bulan adalah nilai plus.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b27,"Email Marketing Specialist","SaaS","Singapore (Remote)","Penuh Waktu","Marketing","Email Marketing; Mailchimp; Automation; Copywriting; CRM","Kami membutuhkan email marketing specialist untuk memaksimalkan potensi database email pelanggan kami yang terus berkembang. Kamu akan merancang dan mengelola alur otomasi email (drip campaigns, onboarding series, win-back campaigns) menggunakan Mailchimp atau HubSpot, menulis copywriting email yang menarik dan personal, serta menganalisis metrik email (open rate, CTR, konversi) untuk terus mengoptimalkan performa. Pemahaman tentang CRM dan segmentasi list adalah hal penting.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b28,"Brand Manager","Consumer Goods","Jakarta Pusat","Penuh Waktu","Marketing","Branding; Strategy; Marketing; Communication; Management","Sebagai Brand Manager untuk salah satu lini produk consumer goods kami, kamu akan menjadi penanggung jawab penuh atas kesehatan merek dan performa penjualan. Tanggung jawabmu meliputi pengembangan strategi merek jangka panjang, perencanaan dan eksekusi kampanye 360 derajat (ATL & BTL), manajemen anggaran merek, serta analisis share of market dan kompetitor. Kolaborasi dengan agensi kreatif, media, dan tim sales adalah bagian sehari-hari pekerjaanmu.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b29,"Public Relations Specialist","PR Firm","Jakarta Selatan","Penuh Waktu","Marketing","PR; Media Relations; Communication; Writing; Events","Sebagai PR Specialist, kamu akan menjaga dan membangun reputasi klien-klien kami di mata publik dan media. Tanggung jawab meliputi penulisan dan distribusi siaran pers, pengembangan hubungan dengan jurnalis dan editor media, manajemen krisiskomunikasi, serta perencanaan dan pelaksanaan event media. Kamu harus memiliki jaringan kontak media yang luas, keterampilan menulis yang sangat baik, dan kemampuan berpikir cepat di bawah tekanan.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b2a,"Market Research Analyst","Research Agency","Surabaya","Penuh Waktu","Marketing","Market Research; Surveys; Data Analysis; Reporting; Statistics","Bergabunglah dengan tim riset kami untuk melakukan studi pasar yang mendalam dan memberikan wawasan berharga kepada klien korporat. Kamu akan mendesain metodologi riset (kualitatif dan kuantitatif), mengelola survei online dan focus group discussion (FGD), mengolah data menggunakan SPSS atau Python, serta menyusun laporan riset yang komprehensif dan mudah dipahami. Kemampuan analitis yang kuat dan pemahaman mendalam tentang consumer behavior sangat dibutuhkan.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b2b,"Marketing Coordinator","Events Co","Bali","Penuh Waktu","Marketing","Coordination; Marketing; Events; Organization; Communication","Posisi Marketing Coordinator ini adalah untuk seseorang yang terorganisir, detail-oriented, dan bersemangat dalam industri event dan pariwisata. Kamu akan mengkoordinasikan seluruh aktivitas marketing untuk berbagai event di Bali, mulai dari penyusunan materi promosi, koordinasi dengan vendor desain dan media, pengelolaan media sosial event, hingga pelaporan pasca event. Kemampuan multitasking yang tinggi dan ketenangan di bawah tekanan deadline adalah kemampuan yang sangat kami butuhkan.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b2c,"Programmer","Rumahweb Indonesia","Kab. Sleman, DI Yogyakarta","Penuh Waktu","Engineering","HTML; CSS; UI/UX; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal SMA/SMK; 20-27 tahun; Penuh Waktu","Deskripsi pekerjaan Programmer Rumahweb Indonesia • Menulis kode yang bersih, efisien, dan terdokumentasi dengan baik. • Mengembangkan, menguji, dan menerapkan solusi serta mengaplikasikan program yang dibuat. • Melakukan pembaruan dan peningkatan program untuk meningkatkan fungsionalitas. • Melakukan review kode untuk dan debugging aplikasi. • Memecahkan masalah dari sebuah program dengan cepat dan tepat. • Bekerja sama dengan anggota tim lain untuk menghasilkan sebuah program. • Mengintegrasikan sistem pihak ketiga via API. • Mengidentifikasi area yang dapat ditingkatkan dalam tiap program yang dikerjakan.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b2d,"Programmer","Altek Citra Cemerlang","Jakarta Pusat, DKI Jakarta","Penuh Waktu","Engineering","Next.Js; +8; Kerja di kantor
3 - 5 tahun pengalaman
Minimal Sarjana (S1); Kerja di kantor; 3 - 5 tahun pengalaman; Minimal Sarjana (S1); Microsoft SQL Server; Vue.js","Deskripsi pekerjaan Programmer Altek Citra Cemerlang Kualifikasi: Pendidikan minimal D4 atau S1, semua jurusan dengan pengalaman di bidang IT
Terbuka untuk posisi junior, middle dan senior
Minimal memiliki 1 tahun pengalaman sebagai programmer (Fresh graduate dengan pengalaman internship sebagai programmer diperbolehkan)
Menguasai bahasa pemrograman: HTML, CSS, Java Script, TypeScript, Java (Springboot), Golang, PHP (Laravel/Codeigniter/Yii2), ASP.NET
Data Management and Databases: JDBC, JPA,MS SQL Server, Oracle, SQL, NoSQL, MySQL, PostgreSQL, DB2, Data Warehouse, ETL, Talend/Play
Java Platform and Application Server: Jakarta EE, JBoss, WebLogic
Containerization: Docker, OCP, Kubernetes, Microservice, Circuit Breaker, State Management
Version Control: Git, GitLab
Menguasai satu atau lebih bahasa pemrograman
Mampu menganalisa masalah dan mampu membaca kode
Mampu merancang alur dengan flowchart
Mengetahui flow perbankan secara umum
Bersedia untuk WFO di Jakarta Pusat
Bersedia untuk ditempatkan di industri Perbankan",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b2e,"Programmer","PT TANINDO PRIMA MULTI","Tangerang, Banten","Penuh Waktu","Engineering","Data analysis; +10; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); Laki-laki saja; Java; Problem Solving","Deskripsi pekerjaan Programmer PT TANINDO PRIMA MULTI Kualifikasi: Pria Usia 22-35 tahun
Pendidikan minimal S1 Teknik Informasi/Komputer
Pengalaman minimal 2 tahun
Memiliki kemampuan mengoperasikan Komputer dan MS Office (Minimal Excel, Word, PowerPoint, serta Software pendukung lainnya)
Memahami HTML/CSS
Memahami JAVA, JAVA Script, dan Android (Java)
Menguasai Oracle, SQL Teliti, proaktif, detail dan mampu melakukan analisa dengan baik
Mampu bekerja baik secara Individu maupun secara Tim
Komunikatif serta mampu menyelesaikan pekerjaan pada tenggat waktu yang telah ditentukan
Berkepribadian Jujur, Tanggungjawab, Pekerja Keras, Inisiatif, Kreatif, Loyalitas tinggi, dapat dipercaya, diandalkan dan berjiwa pemimpin. Bersedia lembur dan/atau sistem shift Deskripsi Membuat, mengelola, dan mengembangkan Aplikasi berbasis Web
Merancang data base dan mengembangkan Script agar aplikasi berjalan sesuai dengan fungsinya
Memastikan Data Perusahaan aman
Memberikan solusi pemecahan masalah Bog dan penambahan berbagai fitur baru
Memberikan training kepada user lainnya terkait penggunaan fitur dan aplikasi perusahaan Lain-lain sehubungan dengan tugas & tanggungjawabnya sebagai Programer",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b2f,"Programmer","PT. Global Indo Milenial","Surabaya, Jawa Timur","Penuh Waktu","Engineering","Node.js; +9; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal SMA/SMK; 18-28 tahun; Microsoft SQL Server; Python","Deskripsi pekerjaan Programmer PT. Global Indo Milenial Kualifikasi :
- Menguasai Bahasa Pemrograman PHP - Menguasai Framework Laravel - Memiliki pengalaman 1-2 tahun - Bisa vue js lebih diutamakan - Paham basic SQL - Bisa bekerja sama dengan banyak tim - Mudah beradaptasi dan berbaur dengan banyak orang Deskripsi Pekerjaan :
- Maintenance Sistem Accounting dan Warehouse - Development fitur baru",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b30,"Programmer","RSI Wonosobo (Rumah Sakit Islam Wonosobo)","Kab. Wonosobo, Jawa Tengah","Penuh Waktu","Engineering",".NET; Java; +7; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal Sarjana (S1); Microsoft SQL Server; API Development","Deskripsi pekerjaan Programmer RSI Wonosobo (Rumah Sakit Islam Wonosobo) Deskripsi pekerjaan: Mengembangkan, menguji, dan memelihara aplikasi berbasis web, mobile, atau desktop sesuai kebutuhan rumah sakit. Membuat dan mengelola API untuk integrasi sistem (SIMRS, aplikasi internal, dll). Mengelola dan mengoptimalkan database (MySQL/SQL Server). Melakukan debugging, troubleshooting, dan peningkatan performa sistem. Berkolaborasi dengan tim IT dan unit terkait dalam pengembangan sistem. Kualifikasi yang dibutuhkan: Pendidikan minimal D3/S1 Teknik Informatika / Sistem Informasi atau bidang terkait. Menguasai salah satu: Back End (PHP/.NET), Mobile (Flutter), atau Desktop (Java/VB/.NET). Memahami konsep database (MySQL/SQL Server). Mampu membuat dan mengelola API. Familiar dengan penggunaan Git menjadi nilai tambah. Mampu bekerja secara tim maupun individu.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b31,"Programmer","PT Dagsap Endura Eatore","Kab. Bogor, Jawa Barat","Penuh Waktu","Engineering","Node.js; +4; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); 20-35 tahun; Laki-laki saja; PHP","Deskripsi pekerjaan Programmer PT Dagsap Endura Eatore
Mengembangkan kode program yang efisien, scalable, dan sesuai dengan kebutuhan proyek. Menguji kode program untuk memastikan bahwa kode tersebut berfungsi dengan benar dan bebas dari kesalahan. Mengidentifikasi dan memperbaiki kesalahan dalam kode program. Mengembangkan fitur baru dan meningkatkan fungsionalitas sistem yang ada. Mengoptimalkan kinerja sistem dan meningkatkan efisiensi kode. Mengelola kode program dan memastikan bahwa kode tersebut terorganisir dengan baik dan mudah dipahami. Berkolaborasi dengan tim lain, seperti desainer dan penguji, untuk memastikan bahwa sistem yang dikembangkan sesuai dengan kebutuhan dan standar yang ditetapkan. Mengikuti perkembangan teknologi terbaru dan memperbarui keterampilan untuk meningkatkan kemampuan pengembangan. Mengembangkan aplikasi desktop, mobile, atau web. Mengelola database dan mengembangkan sistem yang dapat mengakses dan memanipulasi data. Mengembangkan API untuk memungkinkan integrasi dengan sistem lain. Mengoptimalkan keamanan sistem dan melindungi dari serangan dan ancaman.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b32,"Programmer","RS Masmitra","Bekasi, Jawa Barat","Penuh Waktu","Engineering","PHP; MySQL; Java; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal Sarjana (S1); Tunjangan Hari Raya; Jenjang Karir","Deskripsi pekerjaan Programmer RS Masmitra Kualifikasi : Menguasai bahasa pemrograman;
Berpikir analitis;
Komunikasi aktif dan dapat memecahkan masalah;
Menguasai Object Oriented Programming. Tugas & Tanggung Jawab : Menganalisis kebutuhan user dan menerapkan pada sistem informasi;
Mengembangkan aplikasi untuk mendukung operasional;
Monitoring aplikasi agar dapat berjalan dengan normal;
Menguji dan memperbaiki kesalahan pada aplikasi;
Mengimplementasikan keamanan data dan sistem informasi.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b33,"PROGRAMMER","PT. INDO TECHNO MEDIC","Kab. Bantul, DI Yogyakarta","Penuh Waktu","Engineering","Laravel; PHP; +8; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal SMA/SMK; 18-30 tahun; PostgreSQL","Deskripsi pekerjaan PROGRAMMER PT. INDO TECHNO MEDIC Deskripsi Pria / Wanita, maks. 30 tahun
Pendidikan min. SMK Jurusan Komputer
Memiliki Kemampuan Code Igniter dan MySQL
Memiliki Kemampuan/Paham Git Version Control
Mampu/Pernah membuat aplikasi Android/IOS (nilai tambah)
Mampu berbahasa Inggris Pasif
Rajin, Jujur, dan Bertanggung Jawab
Mampu bekerja sendiri maupun di dalam team
Mampu dan bersedia mempelajari ilmu baru",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b34,"Programmer","PT Korpora Trainindo Consultant","Depok, Jawa Barat","Penuh Waktu","Engineering","WordPress Development; CodeIgniter; +6; Kerja di kantor
Minimal SMA/SMK
18-30 tahun; Kerja di kantor; Minimal SMA/SMK; 18-30 tahun; JavaScript","Deskripsi pekerjaan Programmer PT Korpora Trainindo Consultant 1. Pria/Wanita, usia maksimal 30 tahun 2. Pendidikan minimal S1 Teknik Informatika 3. Fresh Graduate dipersilakan melamar 4. Memiliki kemampuan programming dan troubleshooting 5. Menguasai PHP, CodeIgniter, JavaScript, MySQL, HTML, AJAX Dan Bootstrap 6. Memahami WordPress 7. Memahami Laravel dan Version Control (Git) menjadi nilai tambah 8. Memiliki pemahaman dasar design grafis (Canva) 9. Mampu berkomunikasi dengan baik, jelas, dan profesional 10. Bersedia mendampingi tim pengajar hingga ke luar kota dalam durasi pendek 11. Memiliki etika kerja yang baik, disiplin, bertanggung jawab, dan berintegritas 12. Jujur, pekerja keras, proaktif, serta mampu menjadi problem solver 13. Mampu bekerja secara mandiri maupun dalam tim 14. Mengerti otomatisasi/automation dengan AI 15. Bersedia ditempatkan di Pondok Labu, Jakarta",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b35,"Programmer","The Batu Hotel & Villas","Batu, Jawa Timur","Penuh Waktu","Engineering","C++; +9; Kerja di kantor
1 - 3 tahun pengalaman
Minimal Sarjana (S1); Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); Laravel; MySQL","Deskripsi pekerjaan Programmer The Batu Hotel & Villas Requirements: Experienced/educated & passionate about relevant fields
Domicile in Batu & Malang area
Maximum 35 years old
Positive thinker, communicative, proactive",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b36,"Programmer","PT Gelora Aksara Pratama","Jakarta Timur, DKI Jakarta","Penuh Waktu","Engineering","MySQL; Java; +2; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal Diploma (D1 - D4); 23-29 tahun; Android Development","Deskripsi pekerjaan Programmer PT Gelora Aksara Pratama Jobdesk : Mengembangkan application programming interfaces (APIs) untuk mendukung fungsi dari ponsel tetap up to date dengan teknologi, konsep, dan praktik terbaik untuk membuat code aplikasi mobile. Menggunakan, memindahkan, dan mengadaptasi aplikasi yang sudah ada untuk kegunaan yang lebih praktis dalam bentuk mobile. Membuat kode, mencoba men-debug, dan memonitor perubahan dokumen untuk aplikasi mobile. Bekerja bersama tim untuk terus inovasi fungsi dan desain aplikasi. Kualifikasi : Pendidikan Min. D3 Manajemen Informatika, Sistem Informasi, Teknik Informatika. Memahami bahasa pemrograman terkini. Mampu untuk terus up to date dengan perubahan dan perkembangan tren dalam dunia teknologi.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b37,"Programmer","PT. Witech Inovasi Indonesia","Medan, Sumatera Utara","Penuh Waktu","Engineering","Teamwork; +4; Kerja di kantor; 3 - 5 tahun pengalaman; Minimal Diploma (D1 - D4); 25-35 tahun; Attention to Detail; Teliti","Deskripsi pekerjaan Programmer PT. Witech Inovasi Indonesia Requirement : Minimum 3 years of experience in programming
Minimum education of Associate's Degree (D3) or Bachelor's Degree (S1) in Computer Science, Information Technology, Information Systems, Software Engineering, or related major. Proficient in the Python programming language. Understanding of Python frameworks such as Django, Flask, or similar
Skilled in frontend development concepts, including HTML5, CSS3, and JavaScript. Understanding the concepts of OOP, MVC, ORM, SQL, and XML. Familiar with version control concepts using GIT (such as Mercurial, CVS, SVN)
Familiar with backend development, including REST APIs and microservices. Experience with SQL/NoSQL databases or similar technologies. Comfortable working with Linux-based operating systems. Strong problem-solving skills. Excellent communication and project management skills, both independently and within a team environment. Responsibilities : Gather and manage technical design requirements. Create reusable and readable code for future use
Involved in the troubleshooting and debugging process
Proactive in providing ideas for structure, processes and documentation to improve code quality and efficiency
Develop features and perform testing on web applications. Communicate effectively with various members of the senior development team, including leaders, functional consultants, business analysts and others
Willing to be placed in Medan and travel out of town for business trips when required. Note: All participants are required to arrive on time as scheduled. The company does not provide any dispensation for late arrivals or absences without prior notice. Thank you",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b38,"Programmer Internship","Fingerspot","Surabaya, Jawa Timur","Penuh Waktu","Engineering","PHP; Artificial Intelligence; +9; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal SMA/SMK; 18-25 tahun; Cybersecurity","Deskripsi pekerjaan Programmer Internship Fingerspot KUALIFIKASI: Minimal S1 Teknik Informatika, Sistem Informasi, Ilmu Komputer, atau jurusan relevan (terbuka untuk mahasiswa semester akhir)
Memahami Cyber Security, Artificial Intelligence, dan Data Science
Memiliki pengalaman pengembangan menggunakan PHP & NodeJS
Memahami dan pernah menggunakan database MySQL
Nilai tambah jika menguasai Python, React Native/Flutter, NoSQL, Machine Learning, dan AI
Diutamakan domisili Surabaya dan Jawa Timur TUGAS KERJA: Melakukan pengujian aplikasi project
Melakukan pengembangan aplikasi web dan mobile
Membuat modul API",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b39,"PROGRAMMER JUNIOR","Nusantara Sakti Group","Jakarta Barat, DKI Jakarta","Penuh Waktu","Engineering","PHP; Java; +2; Kerja di kantor; Pengalaman kurang dari 1 tahun; Minimal Diploma (D1 - D4); JavaScript; MySQL","Deskripsi pekerjaan PROGRAMMER JUNIOR Nusantara Sakti Group Job Descriptions :
- Mengembangkan aplikasi, reporting dan dashboard
- Monitoring and maintenance IT System and Software
- Monitoring and maintenance database
- Trouble Shooting dan Problem Solving Qualification :
- Minimum D3, atau sudah memiliki Surat Keterangan Lulus
- Lulusan Teknik Informatika/ Akuntansi Komputer/ Manajemen Informatika
- Menguasai salah satu database (Mysql, MSSQL Server, PostgreSql)
- Pernah membuat program menggunakan salah satu bahasa pemrogaman (VB, C#, PHP, Java, Phyton)
- Dapat membuat flowchart
- Disiplin, Teliti, Jujur, Rajin, dan bertanggungjawab
- Mampu bekerja secara mandiri dan team
- Freshgraduate dipersilahkan
- Mampu membuat aplikasi android",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b3a,"Programmer IOT","PT. Ekata Logue Ekologika","Jakarta Utara, DKI Jakarta","Penuh Waktu","Engineering","MySQL; +6; Kerja di kantor; 3 - 5 tahun pengalaman; Minimal Diploma (D1 - D4); Internet of Things (IoT); Arduino; PHP","Deskripsi pekerjaan Programmer IOT PT. Ekata Logue Ekologika
Menganalisis kebutuhan para pengguna yang diperlukan dan communicasi dengan Vendor dari luar negeri
Memodelkan atau merencanakan sistem melalui flowchart, ERD, UML, dan sejenisnya
Merancang program dengan dukungan perangkat seperti Figma dan Adobe XD
Mengembangkan program yang telah direncanakan dengan menulis kode program menggunakan bahasa pemrograman seperti Javascript, Python, dan lainnya
Melakukan pengujian terhadap fitur-fitur dalam program dinas di tempat project tersebut berada
Mendeteksi bug atau melakukan debugging pada program
Melaksanakan implementasi program komputer pada berbagai perangkat, mulai dari perangkat mobile hingga desktop
Penggantian sparepart device electronic di tempat pengerjaan maupun toko dan kantor
Bisa Dinas (dibayar transportasi dan ada uang makan berserta tempat tinggal)",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b3b,"IT Programmer","PT Yogura Tekindo","Jakarta Utara, DKI Jakarta","Penuh Waktu","Engineering","Python; +9; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); 25-34 tahun; Laki-laki saja; Node.js","Deskripsi pekerjaan IT Programmer PT Yogura Tekindo Deskripsi Pekerjaan Bertanggung jawab sebagai penghubung antara kebutuhan bisnis dan tim pengembang (Developer) dengan melakukan analisis kebutuhan, penyusunan spesifikasi teknis, serta pendampingan proses pengujian sistem agar solusi IT yang dikembangkan sesuai dengan kebutuhan perusahaan. Tanggung Jawab Utama Mengembangkan, memelihara, dan mengoptimalkan aplikasi internal perusahaan sesuai kebutuhan bisnis. Menerjemahkan kebutuhan bisnis ke dalam dokumen spesifikasi fungsional dan teknis yang dapat dipahami oleh Tim Developer. Melakukan debugging, troubleshooting, dan perbaikan bug pada aplikasi yang berjalan. Melakukan pengujian sistem (testing) sebelum dan sesudah implementasi aplikasi. Melakukan validasi dan pengecekan data menggunakan SQL Query dasar untuk memastikan keakuratan data sistem. Menyusun skenario pengujian serta mendampingi user dalam proses User Acceptance Testing (UAT). Menjadi penghubung komunikasi antara user, tim bisnis, dan tim teknis, termasuk membaca dan memahami dokumen teknis sistem. Memberikan dukungan kepada tim Developer selama proses pengembangan dan implementasi aplikasi. Kualifikasi Pendidikan minimal S1, diutamakan jurusan Sistem Informasi, Teknik Informatika, atau bidang terkait. Memiliki pemahaman dasar Teknologi Informasi (IT) dan Software Development Life Cycle (SDLC). Wajib menguasai dasar SQL (SELECT, WHERE, JOIN) untuk keperluan analisis dan verifikasi data. Mampu berpikir analitis dan logis dalam menyelesaikan permasalahan bisnis dan sistem. Memiliki kemampuan komunikasi dan koordinasi yang baik untuk mendukung kelancaran proyek. Bersedia melakukan perjalanan dinas sesuai dengan kebutuhan proyek.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b3c,"Analyst Programmer","Murni Development Indonesia","Jakarta Selatan, DKI Jakarta","Penuh Waktu","Engineering","MySQL; +4; Kerja di kantor; 3 - 5 tahun pengalaman; Minimal Diploma (D1 - D4); Angular.js; Java; Amazon Web Services (AWS)","Deskripsi pekerjaan Analyst Programmer Murni Development Indonesia JobDesc: Accept, assign, and handle Incident tickets when they come in. Driving for the resolution of these issues via quick fix or permanent fix if applicable. Ensure that business users are kept well informed of the progress of the Incident tickets until resolution. Ensure proper coordination with business users regarding their Service Request tickets to ensure details and requirements are complete. Service request types range from quick inquiry, data extract, report, or validation requests. Ensure proper root cause analysis activities are done for Problem Tickets. Coordinating with different teams/groups involved in the recurring/major issue. Create a plan to address/implement the permanent fix. This position is also expected to perform daily health check/monitoring and on occasion planned validation over the weekend or night depending on the schedule of the change/activity affecting the application supported. Required Technical Skills: Java
Angular
PL SQL / PostGre
Ms SQL
AWS skills",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b3d,"IT Programmer","Pt Boer Technology","Bogor, Jawa Barat","Penuh Waktu","Engineering","MySQL; +8; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Diploma (D1 - D4); Query; Database Management; Microsoft Azure","Deskripsi pekerjaan IT Programmer Pt Boer Technology Job Description Bekerja di 24/7, dibagi menjadi tiga shift per hari. Bertanggung jawab atas pemantauan sistem dan pemecahan masalah dasar sesuai dengan dokumen SOP. Membantu L0 - Dukungan Helpdesk TI dalam melaksanakan pemecahan masalah sederhana dan konfigurasi ulang sistem dan layanan Digital. Berkoordinasi dengan Insinyur TI Level 2 dalam pemecahan masalah dan konfigurasi ulang sistem. Bertanggung jawab untuk menjaga keandalan, ketersediaan, dan tingkat keberhasilan layanan Perbankan Digital pada 99,9% Kualifikasi Pendidikan minimal Diploma 3
Bersedia bekerja shift
Bersedia ditempatkan di salah satu mitra Boer Technology
Memiliki soft competency yang ditunjukkan dengan inisiatif, semangat kerja dan belajar yang tinggi
Memiliki pengetahuan yang kuat tentang keterampilan Database dan Query (lebih diutamakan)
Memiliki keterampilan dasar dalam menggunakan sistem operasi Linux, dibuktikan dengan dokumen pelatihan yang setara dengan Linux IT Associate
Memiliki keterampilan dasar dalam mengelola public cloud seperti Google Cloud Platform, Amazon Web Services dan Azure (nilai tambah)
Telah mengikuti pelatihan yang setara dengan Linux System Administrator.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b3e,"Odoo Programmer","PT Navios Evolusi Solusindo","Tangerang, Banten","Penuh Waktu","Engineering","JavaScript; +2; Kerja di kantor
1 - 3 tahun pengalaman
Minimal Sarjana (S1); Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); PHP; REST API","Deskripsi pekerjaan Odoo Programmer PT Navios Evolusi Solusindo Requirements: Min. Bachelor Degree in IT/Management Informatic/Information Systems
Experienced in the same position at least 2 year
Experiences with Python at least 1 year or with PHP at least 2 years
Experienced in integrating third party API
Experienced in CSS, JavaScript, Bootstrap,XML
Experienced in PHP, Python, and Nodejs
Ever use database PostgreSQL or MySQL Job Desc: Develop an ERP base web base application
Implementation of New Features, Systems and Projects
Back-End system using Python Django
Develop a system based on Framework ERP Odoo/Open ERP
Design database using MySQL/PostgreSQL
Integration with third party API",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b3f,"Java Programmer","PT Venturium System Indonesia","Jakarta Timur, DKI Jakarta","Penuh Waktu","Engineering","JavaScript; +3; Kerja di kantor; 1 - 3 tahun pengalaman; Minimal Sarjana (S1); 25-42 tahun; Java; Oracle Database","Deskripsi pekerjaan Java Programmer PT Venturium System Indonesia Job Description Create, design and develop Java-based applications Qualifications Bachelor degree in Computer Science, Electrical Engineering, Information Technology, Physics and Math Science
Have strong knowledge and skill in: Java Developer, at least two of: J2EE, J2SE, J2ME, Spring Framework, Object Oriented programming. Experienced using microservice, Kafka, Container , JMS, EJB, JDBC or any technology provided by the market leader. Hard worker, team player, thrive in an extremely fast paced environment",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b40,"Programmer Java","Pt Murni Solusindo Nusantara","Jakarta Barat, DKI Jakarta","Penuh Waktu","Engineering","MySQL; +2","Programmer Java di Pt Murni Solusindo Nusantara. Bertanggung jawab dalam posisi ini di Jakarta Barat, DKI Jakarta. Skill yang diutamakan: MySQL, +2.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
69d388dec481410daa970b41,"Programmer CNC","PT Rizqi Da Sa Perkasa","Tangerang, Banten","Penuh Waktu","Engineering","Precision Instrument Assembly; +3","Programmer CNC di PT Rizqi Da Sa Perkasa. Bertanggung jawab dalam posisi ini di Tangerang, Banten. Skill yang diutamakan: Precision Instrument Assembly, +3.",Mon Apr 06 2026 17:20:14 GMT+0700 (Western Indonesia Time)
